,no_bhk,price,area,cons_stats
769,2 ,8000000,1450 ,Under Construction
770,10 ,34000000,7000 ,Ready to move
771,2 ,8900000,1400 ,Under Construction
772,3 ,4000000,1000 ,Under Construction
773,3 ,12600000,1630 ,Under Construction
774,2 ,2900000,1150 ,Under Construction
775,2 ,5300000,1100 ,Ready to move
776,2 ,5300000,1100 ,Ready to move
777,2 ,5300000,1110 ,Ready to move
778,2 ,5736000,1195 ,Ready to move
779,3 ,8300000,1595 ,Ready to move
780,2 ,7343000,1310 ,Ready to move
781,2 ,5800000,1140 ,Ready to move
782,3 ,6200000,1510 ,Ready to move
783,2 ,5900000,1140 ,Ready to move
784,3 ,7000000,1440 ,Ready to move
785,3 ,13500000,2050 ,Ready to move
786,2 ,9000000,1380 ,Under Construction
787,2 ,8400000,1450 ,Ready to move
788,5 ,149800000,6500 ,Ready to move
789,Residential Plot,9781000,4797 ,New
790,2 ,6900000,1220 ,Ready to move
791,3 ,16800000,2377 ,Under Construction
792,2 ,5800000,1200 ,Ready to move
793,Residential Plot,2500000,12150 ,Resale
794,3 ,15000000,1655 ,Ready to move
795,3 ,9700000,1030 ,Under Construction
796,2 ,15000000,1350 ,Under Construction
797,Residential Plot,25200000,3150 ,New
798,Residential Plot,17200000,2160 ,New
799,Residential Plot,19200000,2400 ,New
800,Residential Plot,6980000,3600 ,New
801,Residential Plot,6980000,3600 ,New
802,Residential Plot,3141000,1620 ,New
803,Residential Plot,3141000,1620 ,New
804,Residential Plot,6980000,3600 ,New
805,Residential Plot,6980000,3600 ,New
806,Residential Plot,3141000,1620 ,New
807,Residential Plot,3141000,1620 ,New
808,2 ,3850000,960 ,Under Construction
809,2 ,5500000,1091 ,Ready to move
810,3 ,15000000,2385 ,Under Construction
811,3 ,9000000,1150 ,Ready to move
812,2 ,10200000,1350 ,Ready to move
813,5 ,14500000,3100 ,Under Construction
814,8 ,20000000,4160 ,Ready to move
815,3 ,9000000,1100 ,Ready to move
816,3 ,8700000,1500 ,Ready to move
817,4 ,8000000,1300 ,Ready to move
818,2 ,3850000,960 ,Under Construction
819,2 ,5300000,1060 ,Under Construction
820,2 ,5600000,1055 ,Ready to move
821,2 ,3100000,1100 ,Under Construction
822,4 ,11000000,1250 ,Under Construction
823,3 ,7900000,1490 ,Ready to move
824,2 ,6000000,950 ,Ready to move
825,5 ,55000000,3500 ,Ready to move
826,2 ,4500000,1065 ,Under Construction
827,4 ,11000000,2600 ,Under Construction
828,3 ,8000000,1392 ,Under Construction
829,3 ,6450000,1700 ,Under Construction
830,2 ,4500000,1100 ,Ready to move
831,2 ,6125000,1250 ,Under Construction
832,3 ,6200000,1500 ,Under Construction
833,3 ,8500000,1690 ,Ready to move
834,3 ,37000000,3426 ,Ready to move
835,3 ,8600000,1385 ,Under Construction
836,2 ,8700000,1350 ,Ready to move
837,2 ,8700000,1200 ,Ready to move
838,2 ,8700000,1200 ,Ready to move
839,3 ,6800000,1495 ,Ready to move
840,3 ,8600000,1360 ,Under Construction
841,2 ,9600000,1250 ,Ready to move
842,4 ,23900000,3382 ,Ready to move
843,2 ,6700000,1100 ,Ready to move
844,2 ,8900000,1002 ,Ready to move
845,3 ,7500000,1460 ,Ready to move
846,2 ,6600000,1200 ,Under Construction
847,3 ,6200000,1500 ,Under Construction
848,2 ,6000000,1350 ,Under Construction
849,3 ,11800000,1595 ,Under Construction
850,2 ,9900000,1235 ,Ready to move
851,8 ,28900000,3800 ,Ready to move
852,3 ,7700000,1600 ,Under Construction
853,2 ,18000000,1000 ,Ready to move
854,4 ,19000000,2500 ,Ready to move
855,3 ,12000000,2551 ,Under Construction
856,2 ,4300000,950 ,Ready to move
857,3 ,7300000,1640 ,Ready to move
858,4 ,9300000,1350 ,Under Construction
859,2 ,3749000,940 ,Ready to move
860,5 ,41000000,4000 ,Ready to move
861,7 ,17000000,5421 ,Ready to move
862,4 ,20000000,2000 ,Under Construction
863,2 ,5300000,945 ,Ready to move
864,2 ,3000000,1100 ,Under Construction
865,2 ,6500000,1000 ,Ready to move
866,2 ,3800000,800 ,Ready to move
867,3 ,40000000,1575 ,Ready to move
868,3 ,9100000,1400 ,Under Construction
869,3 ,13200000,1695 ,Under Construction
870,3 ,8500000,1300 ,Ready to move
871,3 ,6800000,1510 ,Ready to move
872,3 ,8499000,1300 ,Ready to move
873,3 ,16500000,1680 ,Ready to move
874,3 ,8500000,1550 ,Ready to move
875,3 ,10700000,1850 ,Ready to move
876,3 ,10700000,1650 ,Ready to move
877,2 ,6440000,1100 ,Ready to move
878,3 ,14500000,2211 ,Under Construction
879,2 ,8200000,1400 ,Ready to move
880,3 ,9690000,1700 ,Under Construction
881,3 ,10800000,1500 ,Ready to move
882,3 ,9500000,1980 ,Ready to move
883,2 ,7650000,1213 ,Ready to move
884,2 ,9600000,1380 ,Under Construction
885,2 ,10500000,1575 ,Ready to move
886,3 ,9800000,1500 ,Ready to move
887,3 ,10100000,1620 ,Ready to move
888,3 ,31000000,2676 ,Ready to move
889,2 ,5700000,842 ,Ready to move
890,3 ,11500000,2440 ,Under Construction
891,2 ,6600000,1050 ,Ready to move
892,6 ,68500000,5000 ,Ready to move
893,3 ,8700000,1368 ,Ready to move
894,2 ,6200000,1252 ,Ready to move
895,10 ,25000000,6000 ,Ready to move
896,3 ,10000000,1500 ,Under Construction
897,4 ,40000000,3500 ,Ready to move
898,3 ,6800000,1509 ,Ready to move
899,3 ,13899999,2200 ,Under Construction
900,3 ,15900000,1850 ,Under Construction
901,3 ,16000000,2021 ,Ready to move
902,2 ,4000000,843 ,Ready to move
903,2 ,6800000,1320 ,Under Construction
904,3 ,11000000,2700 ,Ready to move
905,2 ,3100000,1200 ,Under Construction
906,3 ,16000000,1976 ,Under Construction
907,2 ,5400000,1200 ,Ready to move
908,3 ,6000000,1900 ,Under Construction
909,2 ,8000000,1260 ,Under Construction
910,2 ,4493000,1045 ,Ready to move
911,2 ,4700000,1035 ,Under Construction
912,2 ,6400000,1080 ,Ready to move
913,2 ,7200000,1215 ,Under Construction
914,3 ,16800000,2100 ,Ready to move
915,2 ,11000000,1198 ,Ready to move
916,2 ,7500000,1271 ,Ready to move
917,2 ,5500000,800 ,Ready to move
918,2 ,6950000,1130 ,Under Construction
919,2 ,4200000,990 ,Ready to move
920,2 ,3359000,840 ,Under Construction
921,3 ,38500000,4302 ,Ready to move
922,3 ,13500000,1600 ,Ready to move
923,4 ,23000000,3840 ,Under Construction
924,3 ,14800000,2100 ,Ready to move
925,2 ,6900000,1315 ,Under Construction
926,4 ,12000000,3000 ,Ready to move
927,2 ,17500000,1798 ,Ready to move
928,2 ,12500000,1297 ,Ready to move
929,3 ,15500000,2650 ,Under Construction
930,2 ,5500000,1140 ,Ready to move
931,2 ,5100000,1020 ,Ready to move
932,3 ,30000000,2000 ,Ready to move
933,3 ,15000000,1100 ,Ready to move
934,4 ,4800000,1000 ,Ready to move
935,2 ,4800000,1000 ,Ready to move
936,2 ,4800000,1000 ,Ready to move
937,2 ,6550000,1260 ,Under Construction
938,3 ,9000000,1760 ,Ready to move
939,2 ,4900000,1300 ,Ready to move
940,3 ,8000000,1250 ,Ready to move
941,3 ,17800000,2100 ,Under Construction
942,2 ,4600000,1000 ,Ready to move
943,3 ,11200000,1750 ,Ready to move
944,2 ,5500000,1350 ,Under Construction
945,2 ,7000000,1175 ,Ready to move
946,3 ,9000000,1686 ,Ready to move
947,3 ,7000000,4000 ,Ready to move
948,3 ,3800000,1210 ,Ready to move
949,4 ,24000000,5180 ,Ready to move
950,2 ,8900000,1100 ,Ready to move
951,5 ,100000000,6000 ,Ready to move
952,3 ,5500000,1314 ,Ready to move
953,3 ,15000000,1100 ,Ready to move
954,3 ,18000000,1850 ,Ready to move
955,3 ,8500000,1680 ,Ready to move
956,2 ,5900000,928 ,Ready to move
957,3 ,16500000,1680 ,Ready to move
958,3 ,8500000,1550 ,Ready to move
959,3 ,10700000,1850 ,Ready to move
960,3 ,10700000,1650 ,Ready to move
961,2 ,6440000,1100 ,Ready to move
962,3 ,14500000,2211 ,Under Construction
963,2 ,8200000,1400 ,Ready to move
964,2 ,7200000,1050 ,Ready to move
965,2 ,6208000,1267 ,Ready to move
966,2 ,7318000,1220 ,Under Construction
967,2 ,6500000,1000 ,Ready to move
968,2 ,3800000,800 ,Ready to move
969,3 ,40000000,1575 ,Ready to move
970,3 ,9100000,1400 ,Under Construction
971,3 ,13200000,1695 ,Under Construction
972,3 ,8500000,1300 ,Ready to move
973,3 ,6800000,1510 ,Ready to move
974,3 ,8499000,1300 ,Ready to move
975,3 ,6800000,1550 ,Ready to move
976,2 ,7000000,1000 ,Ready to move
977,2 ,5500000,1140 ,Ready to move
978,2 ,5100000,1020 ,Ready to move
979,3 ,30000000,2000 ,Ready to move
980,3 ,6200000,1500 ,Under Construction
981,3 ,8500000,1690 ,Ready to move
982,2 ,11500000,2300 ,Under Construction
983,3 ,10800000,1500 ,Ready to move
984,3 ,9500000,1980 ,Ready to move
985,2 ,7650000,1213 ,Ready to move
986,2 ,9600000,1380 ,Under Construction
987,2 ,10500000,1575 ,Ready to move
988,3 ,9800000,1500 ,Ready to move
989,3 ,10100000,1620 ,Ready to move
990,2 ,3100000,800 ,Ready to move
991,2 ,6318000,1215 ,Ready to move
992,3 ,9200000,1470 ,Ready to move
993,3 ,4000000,1050 ,Ready to move
994,2 ,5999000,1646 ,Ready to move
995,4 ,19000000,3200 ,Ready to move
996,2 ,8700000,1350 ,Ready to move
997,3 ,11500000,2440 ,Under Construction
998,2 ,6600000,1050 ,Ready to move
999,6 ,68500000,5000 ,Ready to move
1000,3 ,11200000,1750 ,Ready to move
1001,2 ,5500000,1350 ,Under Construction
1002,5 ,12000000,2620 ,Under Construction
1003,3 ,9000000,1686 ,Ready to move
1004,3 ,7000000,4000 ,Ready to move
1005,3 ,3800000,1210 ,Ready to move
1006,2 ,8600000,1250 ,Under Construction
1007,2 ,6000000,1251 ,Under Construction
1008,2 ,5800000,1170 ,Under Construction
1009,3 ,13899999,1800 ,Ready to move
1010,3 ,12700000,2400 ,Ready to move
1011,3 ,13000000,1802 ,Ready to move
1012,3 ,5400000,1190 ,Under Construction
1013,2 ,5500000,917 ,Ready to move
1014,3 ,13500000,1305 ,Ready to move
1015,2 ,5052000,1175 ,Under Construction
1016,2 ,25000000,2340 ,Ready to move
1017,4 ,13500000,3017 ,Under Construction
1018,3 ,8550000,1500 ,Under Construction
1019,2 ,3800000,1125 ,Under Construction
1020,2 ,9000000,999 ,Ready to move
1021,3 ,9670000,1728 ,Under Construction
1022,2 ,4500000,1100 ,Ready to move
1023,3 ,13200000,2200 ,Ready to move
1024,4 ,45000000,3455 ,Ready to move
1025,4 ,5900000,1560 ,Ready to move
1026,2 ,7000000,1175 ,Ready to move
1027,3 ,11700000,1700 ,Under Construction
1028,4 ,24000000,5180 ,Ready to move
1029,5 ,50000000,5000 ,Ready to move
1030,5 ,50000000,5000 ,Ready to move
1031,5 ,50000000,5000 ,Ready to move
1032,3 ,6000000,1257 ,Ready to move
1033,3 ,16500000,1400 ,Ready to move
1034,10 ,37000000,5400 ,Ready to move
1035,2 ,9200000,1150 ,Ready to move
1036,2 ,5400000,1100 ,Ready to move
1037,2 ,6954000,1220 ,Under Construction
1038,3 ,17900000,2050 ,Under Construction
1039,3 ,9100000,1555 ,Ready to move
1040,2 ,4000000,1000 ,Ready to move
1041,6 ,19000000,3500 ,Ready to move
1042,2 ,6600000,1260 ,Under Construction
1043,2 ,6208000,1267 ,Ready to move
1044,2 ,6600000,900 ,Under Construction
1045,4 ,38500000,2200 ,Ready to move
1046,2 ,7200000,1050 ,Ready to move
1047,4 ,9000000,2000 ,Under Construction
1048,2 ,5969000,1148 ,Under Construction
1049,2 ,6300000,1145 ,Ready to move
1050,2 ,5040000,1160 ,Ready to move
1051,2 ,6540000,1190 ,Ready to move
1052,3 ,7700000,1400 ,Under Construction
1053,3 ,7500000,1350 ,Ready to move
1054,2 ,4000000,1035 ,Ready to move
1055,2 ,3600000,1200 ,Under Construction
1056,2 ,5000000,1050 ,Ready to move
1057,2 ,7318000,1220 ,Under Construction
1058,4 ,19000000,3200 ,Ready to move
1059,2 ,8700000,1350 ,Ready to move
1060,3 ,24200000,1735 ,Ready to move
1061,7 ,17500000,5200 ,Ready to move
1062,2 ,5500000,1080 ,Ready to move
1063,3 ,8000000,1250 ,Ready to move
1064,2 ,3100000,800 ,Ready to move
1065,2 ,6318000,1215 ,Ready to move
1066,3 ,9200000,1470 ,Ready to move
1067,3 ,4000000,1050 ,Ready to move
1068,2 ,5999000,1646 ,Ready to move
1069,2 ,6000000,1260 ,Under Construction
1070,2 ,9000000,1269 ,Ready to move
1071,2 ,16200000,2055 ,Under Construction
1072,10 ,32000000,5000 ,Ready to move
1073,2 ,8900000,1100 ,Ready to move
1074,5 ,100000000,6000 ,Ready to move
1075,3 ,5500000,1314 ,Ready to move
1076,2 ,11500000,2300 ,Under Construction
1077,3 ,7000000,1580 ,Under Construction
1078,2 ,3000000,1250 ,Under Construction
1079,2 ,4400000,1200 ,Under Construction
1080,2 ,4400000,1200 ,Under Construction
1081,2 ,4400000,1200 ,Under Construction
1082,2 ,4400000,1200 ,Under Construction
1083,2 ,4400000,1200 ,Under Construction
1084,2 ,5296000,1142 ,Under Construction
1085,2 ,5000000,1182 ,Under Construction
1086,2 ,5000000,1182 ,Under Construction
1087,2 ,5000000,1182 ,Under Construction
1088,2 ,5000000,1182 ,Under Construction
1089,2 ,5000000,1182 ,Under Construction
1090,2 ,5000000,1182 ,Under Construction
1091,2 ,5000000,1182 ,Under Construction
1092,2 ,5000000,1182 ,Under Construction
1093,2 ,5000000,1182 ,Under Construction
1094,2 ,5000000,1182 ,Under Construction
1095,2 ,5000000,1182 ,Under Construction
1096,2 ,5000000,1182 ,Under Construction
1097,9 ,29000000,5400 ,Ready to move
1098,9 ,29000000,5400 ,Ready to move
1099,9 ,29000000,5400 ,Ready to move
1100,9 ,29000000,5400 ,Ready to move
1101,3 ,10300000,1450 ,Under Construction
1102,3 ,10300000,1450 ,Under Construction
1103,3 ,10100000,1450 ,Under Construction
1104,3 ,10300000,1450 ,Under Construction
1105,3 ,13100000,2184 ,Under Construction
1106,8 ,62500000,4795 ,Ready to move
1107,3 ,10100000,1726 ,Ready to move
1108,2 ,2850000,1140 ,Under Construction
1109,2 ,5700000,1140 ,Ready to move
1110,2 ,6800000,1205 ,Under Construction
1111,2 ,3600000,1100 ,Under Construction
1112,3 ,12200000,2040 ,Under Construction
1113,3 ,20500000,1926 ,Ready to move
1114,3 ,7000000,1405 ,Ready to move
1115,5 ,30000000,2450 ,Ready to move
1116,2 ,6000000,1260 ,Under Construction
1117,3 ,9535000,1538 ,Under Construction
1118,3 ,9331000,1505 ,Under Construction
1119,2 ,7719000,1245 ,Under Construction
1120,3 ,9734000,1570 ,Under Construction
1121,2 ,7502000,1210 ,Under Construction
1122,3 ,9362000,1510 ,Under Construction
1123,2 ,7284999,1175 ,Under Construction
1124,3 ,9176000,1480 ,Under Construction
1125,3 ,9579000,1545 ,Under Construction
1126,3 ,9393000,1515 ,Under Construction
1127,3 ,9672000,1560 ,Under Construction
1128,3 ,9300000,1500 ,Under Construction
1129,3 ,10600000,1840 ,Under Construction
1130,3 ,8758000,1510 ,Under Construction
1131,3 ,11399999,1975 ,Under Construction
1132,3 ,11000000,1910 ,Under Construction
1133,3 ,11800000,2040 ,Under Construction
1134,4 ,16800000,2910 ,Under Construction
1135,3 ,11399999,1980 ,Under Construction
1136,3 ,11700000,2030 ,Under Construction
1137,2 ,6380000,1100 ,Under Construction
1138,3 ,10600000,1830 ,Under Construction
1139,2 ,7134000,1230 ,Under Construction
1140,3 ,9309000,1605 ,Under Construction
1141,3 ,12000000,2080 ,Under Construction
1142,3 ,14400000,2495 ,Under Construction
1143,2 ,6931000,1195 ,Under Construction
1144,4 ,17500000,3030 ,Under Construction
1145,3 ,11100000,1915 ,Under Construction
1146,3 ,15000000,2590 ,Under Construction
1147,4 ,18200000,3150 ,Under Construction
1148,3 ,12700000,2200 ,Under Construction
1149,2 ,6583000,1135 ,Under Construction
1150,3 ,10800000,1865 ,Under Construction
1151,2 ,8095000,1285 ,Ready to move
1152,3 ,10700000,1700 ,Ready to move
1153,2 ,8177000,1298 ,Ready to move
1154,3 ,10400000,1665 ,Ready to move
1155,Residential Plot,2450000,1503 ,Resale
1156,Residential Plot,4170000,1500 ,Resale
1157,Residential Plot,2588000,1503 ,Resale
1158,Residential Plot,22000000,3600 ,Resale
1159,Residential Plot,3400000,1800 ,Resale
1160,Residential Plot,900000,1350 ,Resale
1161,Residential Plot,3840000,1500 ,Resale
1162,Residential Plot,3200000,1800 ,Resale
1163,Residential Plot,2100000,1350 ,Resale
1164,Residential Plot,900000,1350 ,Resale
1165,Residential Plot,2600000,1800 ,Resale
1166,Residential Plot,2400000,2080 ,Resale
1167,Residential Plot,2100000,1800 ,Resale
1168,Residential Plot,2800000,1485 ,Resale
1169,Residential Plot,2600000,1800 ,Resale
1170,Residential Plot,825000,1350 ,Resale
1171,Residential Plot,8000000,4500 ,Resale
1172,Residential Plot,1800000,1800 ,Resale
1173,Residential Plot,1800000,1800 ,Resale
1174,Residential Plot,1800000,1800 ,Resale
1175,Residential Plot,1800000,1800 ,Resale
1176,Residential Plot,1800000,1800 ,Resale
1177,Residential Plot,2700000,900 ,Resale
1178,Residential Plot,1240000,1485 ,Resale
1179,Residential Plot,6800000,9860 ,Resale
1180,Residential Plot,2839000,1503 ,Resale
1181,Residential Plot,3899000,2700 ,Resale
1182,Residential Plot,1320000,1500 ,Resale
1183,Residential Plot,1200000,1647 ,Resale
1184,Residential Plot,2700000,900 ,Resale
1185,Residential Plot,6800000,9860 ,Resale
1186,Residential Plot,3100000,1500 ,Resale
1187,Residential Plot,8560000,1800 ,Resale
1188,Residential Plot,2200000,1800 ,Resale
1189,Residential Plot,2200000,1530 ,Resale
1190,Residential Plot,4800000,1350 ,Resale
1191,Residential Plot,1200000,1530 ,Resale
1192,Residential Plot,2670000,1201 ,Resale
1193,Residential Plot,2400000,1350 ,Resale
1194,Residential Plot,6600000,2244 ,Resale
1195,Residential Plot,30000000,1800 ,Resale
1196,Residential Plot,25000000,1746 ,Resale
1197,Residential Plot,2400000,2000 ,Resale
1198,Residential Plot,1455000,1800 ,Resale
1199,Residential Plot,3025000,5445 ,Resale
1200,Residential Plot,1000000,1800 ,Resale
1201,Residential Plot,19500000,11700 ,Resale
1202,Residential Plot,3200000,1800 ,Resale
1203,Residential Plot,4000000,1800 ,Resale
1204,Residential Plot,5562000,2781 ,Resale
1205,Residential Plot,3500000,13527 ,Resale
1206,Residential Plot,2475000,1500 ,Resale
1207,Residential Plot,1700000,1125 ,Resale
1208,Residential Plot,2850000,1503 ,Resale
1209,Residential Plot,4900000,2054 ,Resale
1210,Residential Plot,2500000,1485 ,Resale
1211,Residential Plot,6600000,1800 ,Resale
1212,Residential Plot,1125000,1350 ,Resale
1213,Residential Plot,4600000,2196 ,Resale
1214,Residential Plot,2800000,1044 ,Resale
1215,Residential Plot,6250000,4500 ,Resale
1216,Residential Plot,3958000,1827 ,Resale
1217,Residential Plot,3800000,1800 ,Resale
1218,Residential Plot,9210000,5526 ,Resale
1219,Residential Plot,1000000,1350 ,Resale
1220,Residential Plot,907000,1350 ,Resale
1221,Residential Plot,735000,1323 ,Resale
1222,Residential Plot,4400000,3600 ,Resale
1223,Residential Plot,1450000,1500 ,Resale
1224,Residential Plot,8811000,2403 ,Resale
1225,Residential Plot,2249000,1350 ,Resale
1226,Residential Plot,3547999,1330 ,Resale
1227,Residential Plot,7000000,1800 ,Resale
1228,Residential Plot,2498000,1800 ,Resale
1229,Residential Plot,1599000,1800 ,Resale
1230,Residential Plot,16500000,4500 ,Resale
1231,Residential Plot,3200000,1224 ,Resale
1232,Residential Plot,7000000,18000 ,Resale
1233,Residential Plot,2800000,1800 ,Resale
1234,Residential Plot,9000000,2700 ,Resale
1235,Residential Plot,1800000,1485 ,Resale
1236,Residential Plot,3660000,1647 ,Resale
1237,Residential Plot,4941000,1647 ,Resale
1238,Residential Plot,3060000,2754 ,Resale
1239,Residential Plot,2700000,1500 ,Resale
1240,Residential Plot,2145000,1485 ,Resale
1241,Residential Plot,1950000,1350 ,Resale
1242,Residential Plot,1299000,1485 ,Resale
1243,Residential Plot,1300000,1485 ,Resale
1244,Residential Plot,1401000,1494 ,Resale
1245,Residential Plot,1300000,1485 ,Resale
1246,Residential Plot,32000000,2403 ,Resale
1247,Residential Plot,32000000,2403 ,Resale
1248,Residential Plot,10500000,1170 ,Resale
1249,Residential Plot,2200000,1800 ,Resale
1250,Residential Plot,6600000,1800 ,Resale
1251,Residential Plot,2450000,1350 ,Resale
1252,Residential Plot,3300000,1503 ,Resale
1253,Residential Plot,430000000,10080 ,Resale
1254,Residential Plot,1567000,1485 ,Resale
1255,Residential Plot,4392000,1650 ,Resale
1256,Residential Plot,2250000,13230 ,Resale
1257,Residential Plot,1650000,12834 ,Resale
1258,Residential Plot,2200000,2727 ,Resale
1259,Residential Plot,2655000,1494 ,Resale
1260,Residential Plot,1323000,1323 ,Resale
1261,Residential Plot,2800000,3600 ,Resale
1262,Residential Plot,1300000,1323 ,Resale
1263,Residential Plot,37800000,15120 ,Resale
1264,Residential Plot,8800000,2000 ,Resale
1265,Residential Plot,4500000,1800 ,Resale
1266,Residential Plot,4500000,1800 ,Resale
1267,Residential Plot,4500000,1800 ,Resale
1268,Residential Plot,4500000,1800 ,Resale
1269,Residential Plot,4500000,1800 ,Resale
1270,Residential Plot,4500000,1800 ,Resale
1271,Residential Plot,4500000,1800 ,Resale
1272,Residential Plot,3500000,2700 ,Resale
1273,Residential Plot,2400000,1800 ,Resale
1274,Residential Plot,2400000,1800 ,Resale
1275,Residential Plot,2400000,1800 ,Resale
1276,Residential Plot,3400000,1800 ,Resale
1277,Residential Plot,3400000,1800 ,Resale
1278,Residential Plot,3400000,1800 ,Resale
1279,Residential Plot,3400000,1800 ,Resale
1280,Residential Plot,3400000,1800 ,Resale
1281,Residential Plot,3600000,2700 ,Resale
1282,Residential Plot,3600000,2700 ,Resale
1283,Residential Plot,3600000,2700 ,Resale
1284,Residential Plot,4400000,1503 ,Resale
1285,Residential Plot,2929000,1815 ,Resale
1286,Residential Plot,4199000,1800 ,Resale
1287,Residential Plot,2400000,1503 ,Resale
1288,Residential Plot,825000,1350 ,Resale
1289,Residential Plot,1450000,1350 ,Resale
1290,Residential Plot,2524000,1800 ,Resale
1291,3 ,14800000,1636 ,Under Construction
1292,3 ,13600000,1502 ,Under Construction
1293,3 ,14900000,1646 ,Under Construction
1294,3 ,17700000,1950 ,Under Construction
1295,3 ,15300000,1686 ,Under Construction
1296,3 ,17100000,1887 ,Under Construction
1297,3 ,17200000,1893 ,Under Construction
1298,3 ,13600000,1497 ,Under Construction
1299,3 ,17200000,1891 ,Under Construction
1300,3 ,13600000,1498 ,Under Construction
1301,3 ,14400000,1585 ,Under Construction
1302,3 ,16800000,1857 ,Under Construction
1303,3 ,16900000,1864 ,Under Construction
1304,3 ,15100000,1663 ,Under Construction
1305,3 ,17000000,2627 ,Under Construction
1306,3 ,6322000,1405 ,Under Construction
1307,3 ,6322000,1405 ,Under Construction
1308,3 ,7087000,1575 ,Under Construction
1309,3 ,7087000,1575 ,Under Construction
1310,3 ,6795000,1510 ,Under Construction
1311,3 ,6795000,1510 ,Under Construction
1312,2 ,5580000,1240 ,Under Construction
1313,2 ,5580000,1240 ,Under Construction
1314,2 ,6367000,1415 ,Under Construction
1315,2 ,6367000,1415 ,Under Construction
1316,3 ,7559999,1680 ,Under Construction
1317,3 ,7559999,1680 ,Under Construction
1318,2 ,6255000,1390 ,Under Construction
1319,2 ,6255000,1390 ,Under Construction
1320,3 ,6412000,1425 ,Under Construction
1321,3 ,6412000,1425 ,Under Construction
1322,2 ,5715000,1270 ,Under Construction
1323,2 ,5715000,1270 ,Under Construction
1324,2 ,5850000,1300 ,Under Construction
1325,2 ,5850000,1300 ,Under Construction
1326,3 ,6200000,1652 ,Under Construction
1327,3 ,6100000,1652 ,Under Construction
1328,3 ,6800000,1650 ,Under Construction
1329,3 ,6000000,1650 ,Under Construction
1330,3 ,8615000,1833 ,Under Construction
1331,3 ,9127000,1942 ,Under Construction
1332,3 ,8615000,1833 ,Under Construction
1333,3 ,9127000,1942 ,Under Construction
1334,2 ,6382000,1358 ,Under Construction
1335,2 ,6382000,1358 ,Under Construction
1336,3 ,8723000,1856 ,Under Construction
1337,3 ,8723000,1856 ,Under Construction
1338,3 ,7628000,1623 ,Under Construction
1339,3 ,7628000,1623 ,Under Construction
1340,2 ,6409999,1364 ,Under Construction
1341,2 ,6409999,1364 ,Under Construction
1342,3 ,16700000,2300 ,Under Construction
1343,2 ,11000000,1515 ,Under Construction
1344,4 ,30400000,3800 ,Ready to move
1345,3 ,13500000,2260 ,Under Construction
1346,3 ,13500000,2260 ,Under Construction
1347,3 ,9040000,1507 ,Under Construction
1348,3 ,9040000,1507 ,Under Construction
1349,3 ,13500000,2260 ,Under Construction
1350,3 ,13500000,2260 ,Under Construction
1351,3 ,9040000,1507 ,Under Construction
1352,3 ,9040000,1507 ,Under Construction
1353,2 ,12600000,1492 ,Ready to move
1354,2 ,12600000,1492 ,Ready to move
1355,2 ,10900000,1283 ,Ready to move
1356,2 ,10900000,1283 ,Ready to move
1357,2 ,12600000,1492 ,Ready to move
1358,2 ,12600000,1492 ,Ready to move
1359,2 ,10900000,1283 ,Ready to move
1360,2 ,10900000,1283 ,Ready to move
1361,4 ,23000000,2708 ,Ready to move
1362,4 ,23000000,2708 ,Ready to move
1363,2 ,11900000,1410 ,Ready to move
1364,2 ,11900000,1410 ,Ready to move
1365,4 ,43400000,3333 ,Under Construction
1366,4 ,43400000,3333 ,Under Construction
1367,3 ,24900000,2552 ,Under Construction
1368,3 ,24900000,2552 ,Under Construction
1369,4 ,43400000,3333 ,Under Construction
1370,4 ,43400000,3333 ,Under Construction
1371,3 ,24900000,2552 ,Under Construction
1372,3 ,24900000,2552 ,Under Construction
1373,4 ,34900000,3030 ,Under Construction
1374,4 ,34900000,3030 ,Under Construction
1375,4 ,48000000,3939 ,Under Construction
1376,4 ,48000000,3939 ,Under Construction
1377,3 ,14000000,1905 ,Under Construction
1378,3 ,14000000,1905 ,Under Construction
1379,3 ,15600000,2120 ,Under Construction
1380,3 ,14000000,1905 ,Under Construction
1381,3 ,14000000,1905 ,Under Construction
1382,3 ,15600000,2120 ,Under Construction
1383,3 ,15600000,2120 ,Under Construction
1384,5 ,60900000,6781 ,Ready to move
1385,5 ,60900000,6781 ,Ready to move
1386,4 ,37300000,4157 ,Ready to move
1387,4 ,37300000,4157 ,Ready to move
1388,3 ,18400000,2220 ,Ready to move
1389,5 ,60900000,6781 ,Ready to move
1390,5 ,60900000,6781 ,Ready to move
1391,3 ,18400000,2220 ,Ready to move
1392,2 ,12000000,1450 ,Ready to move
1393,4 ,37300000,4157 ,Ready to move
1394,4 ,37300000,4157 ,Ready to move
1395,3 ,18400000,2220 ,Ready to move
1396,3 ,26100000,2910 ,Ready to move
1397,2 ,12000000,1450 ,Ready to move
1398,3 ,26100000,2910 ,Ready to move
1399,2 ,12000000,1450 ,Ready to move
1400,4 ,37100000,4132 ,Ready to move
1401,4 ,37100000,4132 ,Ready to move
1402,3 ,12800000,1550 ,Ready to move
1403,3 ,12800000,1550 ,Ready to move
1404,5 ,77200000,8596 ,Ready to move
1405,5 ,77200000,8596 ,Ready to move
1406,2 ,9626000,1160 ,Ready to move
1407,2 ,9626000,1160 ,Ready to move
1408,4 ,42200000,4701 ,Ready to move
1409,4 ,42200000,4701 ,Ready to move
